date,state,parlimen,sex,age,ethnicity,population
2020-01-01,Selangor,P.112 Kuala Langat,both,overall,noncitizen,9.297
2020-01-01,Selangor,P.112 Kuala Langat,female,overall,overall,118.778
2020-01-01,Selangor,P.112 Kuala Langat,male,overall,overall,128.315
2021-01-01,Selangor,P.112 Kuala Langat,both,overall,overall,247.8
2021-01-01,Selangor,P.112 Kuala Langat,both,overall,citizen,239.2
2021-01-01,Selangor,P.112 Kuala Langat,both,overall,noncitizen,8.6
2021-01-01,Selangor,P.112 Kuala Langat,female,overall,overall,119.5
2021-01-01,Selangor,P.112 Kuala Langat,male,overall,overall,128.3
2022-01-01,Selangor,P.112 Kuala Langat,both,overall,overall,248.6
2022-01-01,Selangor,P.112 Kuala Langat,both,overall,citizen,240.5
2022-01-01,Selangor,P.112 Kuala Langat,both,overall,noncitizen,8.2
2022-01-01,Selangor,P.112 Kuala Langat,female,overall,overall,120.3
2022-01-01,Selangor,P.112 Kuala Langat,male,overall,overall,128.4
2020-01-01,Selangor,P.113 Sepang,both,overall,overall,384.244
2020-01-01,Selangor,P.113 Sepang,both,overall,citizen,346.112
2020-01-01,Selangor,P.113 Sepang,both,overall,noncitizen,38.132
2020-01-01,Selangor,P.113 Sepang,female,overall,overall,177.927
2020-01-01,Selangor,P.113 Sepang,male,overall,overall,206.317
2021-01-01,Selangor,P.113 Sepang,both,overall,overall,385.4
2021-01-01,Selangor,P.113 Sepang,both,overall,citizen,349.7
2021-01-01,Selangor,P.113 Sepang,both,overall,noncitizen,35.6
2021-01-01,Selangor,P.113 Sepang,female,overall,overall,179.1
2021-01-01,Selangor,P.113 Sepang,male,overall,overall,206.3
2022-01-01,Selangor,P.113 Sepang,both,overall,overall,386.6
2022-01-01,Selangor,P.113 Sepang,both,overall,citizen,352.8
2022-01-01,Selangor,P.113 Sepang,both,overall,noncitizen,33.9
2022-01-01,Selangor,P.113 Sepang,female,overall,overall,180.2
2022-01-01,Selangor,P.113 Sepang,male,overall,overall,206.5
2020-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,overall,106.199
2020-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,citizen,88.17
2020-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,noncitizen,18.029
2020-01-01,W.P. Kuala Lumpur,P.114 Kepong,female,overall,overall,43.712
2020-01-01,W.P. Kuala Lumpur,P.114 Kepong,male,overall,overall,62.487
2021-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,overall,105.2
2021-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,citizen,88.5
2021-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,noncitizen,16.7
2021-01-01,W.P. Kuala Lumpur,P.114 Kepong,female,overall,overall,43.6
2021-01-01,W.P. Kuala Lumpur,P.114 Kepong,male,overall,overall,61.7
2022-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,overall,104.2
2022-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,citizen,88.8
2022-01-01,W.P. Kuala Lumpur,P.114 Kepong,both,overall,noncitizen,15.5
2022-01-01,W.P. Kuala Lumpur,P.114 Kepong,female,overall,overall,43.3
2022-01-01,W.P. Kuala Lumpur,P.114 Kepong,male,overall,overall,60.9
2020-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,overall,219.132
2020-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,citizen,172.546
2020-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,noncitizen,46.586
2020-01-01,W.P. Kuala Lumpur,P.115 Batu,female,overall,overall,87.379
2020-01-01,W.P. Kuala Lumpur,P.115 Batu,male,overall,overall,131.753
2021-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,overall,217.1
2021-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,citizen,173.9
2021-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,noncitizen,43.2
2021-01-01,W.P. Kuala Lumpur,P.115 Batu,female,overall,overall,87.1
2021-01-01,W.P. Kuala Lumpur,P.115 Batu,male,overall,overall,130.0
2022-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,overall,215.1
2022-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,citizen,175.2
2022-01-01,W.P. Kuala Lumpur,P.115 Batu,both,overall,noncitizen,39.9
2022-01-01,W.P. Kuala Lumpur,P.115 Batu,female,overall,overall,86.5
2022-01-01,W.P. Kuala Lumpur,P.115 Batu,male,overall,overall,128.5
2020-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,overall,215.6
2020-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,citizen,195.262
2020-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,noncitizen,20.338
2020-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,female,overall,overall,99.797
2020-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,male,overall,overall,115.803
2021-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,overall,213.6
2021-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,citizen,195.0
2021-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,noncitizen,18.7
2021-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,female,overall,overall,99.3
2021-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,male,overall,overall,114.3
2022-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,overall,211.6
2022-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,citizen,194.5
2022-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,both,overall,noncitizen,17.1
2022-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,female,overall,overall,98.8
2022-01-01,W.P. Kuala Lumpur,P.116 Wangsa Maju,male,overall,overall,112.8
2020-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,overall,253.715
2020-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,citizen,218.026
2020-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,noncitizen,35.689
2020-01-01,W.P. Kuala Lumpur,P.117 Segambut,female,overall,overall,121.519
2020-01-01,W.P. Kuala Lumpur,P.117 Segambut,male,overall,overall,132.196
2021-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,overall,251.4
2021-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,citizen,218.4
2021-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,noncitizen,33.0
2021-01-01,W.P. Kuala Lumpur,P.117 Segambut,female,overall,overall,120.9
2021-01-01,W.P. Kuala Lumpur,P.117 Segambut,male,overall,overall,130.5
2022-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,overall,249.0
2022-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,citizen,218.6
2022-01-01,W.P. Kuala Lumpur,P.117 Segambut,both,overall,noncitizen,30.4
2022-01-01,W.P. Kuala Lumpur,P.117 Segambut,female,overall,overall,120.3
2022-01-01,W.P. Kuala Lumpur,P.117 Segambut,male,overall,overall,128.699
2020-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,overall,147.095
2020-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,citizen,140.563
2020-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,noncitizen,6.532
2020-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,female,overall,overall,70.754
2020-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,male,overall,overall,76.341
2021-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,overall,145.8
2021-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,citizen,139.8
2021-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,noncitizen,6.0
2021-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,female,overall,overall,70.4
2021-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,male,overall,overall,75.4
2022-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,overall,144.4
2022-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,citizen,138.9
2022-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,both,overall,noncitizen,5.4
2022-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,female,overall,overall,70.0
2022-01-01,W.P. Kuala Lumpur,P.118 Setiawangsa,male,overall,overall,74.3
2020-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,overall,122.096
2020-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,citizen,106.806
2020-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,noncitizen,15.29
2020-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,female,overall,overall,58.736
2020-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,male,overall,overall,63.36
2021-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,overall,121.0
2021-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,citizen,106.9
2021-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,noncitizen,14.1
2021-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,female,overall,overall,58.4
2021-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,male,overall,overall,62.5
2022-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,overall,119.8
2022-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,citizen,107.0
2022-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,both,overall,noncitizen,12.9
2022-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,female,overall,overall,58.2
2022-01-01,W.P. Kuala Lumpur,P.119 Titiwangsa,male,overall,overall,61.7
2020-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,overall,120.529
2020-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,citizen,94.913
2020-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,noncitizen,25.616
2020-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,female,overall,overall,52.457
2020-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,male,overall,overall,68.072
2021-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,overall,119.4
2021-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,citizen,95.6
2021-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,noncitizen,23.8
2021-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,female,overall,overall,52.2
2021-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,male,overall,overall,67.2
2022-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,overall,118.3
2022-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,citizen,96.2
2022-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,both,overall,noncitizen,22.1
2022-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,female,overall,overall,51.9
2022-01-01,W.P. Kuala Lumpur,P.120 Bukit Bintang,male,overall,overall,66.4
2020-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,overall,148.094
2020-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,citizen,138.041
2020-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,noncitizen,10.053
2020-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,female,overall,overall,72.759
2020-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,male,overall,overall,75.335
2021-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,overall,146.7
2021-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,citizen,137.5
2021-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,noncitizen,9.2
2021-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,female,overall,overall,72.4
2021-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,male,overall,overall,74.4
2022-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,overall,145.3
2022-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,citizen,136.9
2022-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,both,overall,noncitizen,8.4
2022-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,female,overall,overall,72.0
2022-01-01,W.P. Kuala Lumpur,P.121 Lembah Pantai,male,overall,overall,73.3
2020-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,overall,322.511
2020-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,citizen,310.277
2020-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,noncitizen,12.234
2020-01-01,W.P. Kuala Lumpur,P.122 Seputeh,female,overall,overall,157.963
2020-01-01,W.P. Kuala Lumpur,P.122 Seputeh,male,overall,overall,164.548
2021-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,overall,319.6
2021-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,citizen,308.4
2021-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,noncitizen,11.2
2021-01-01,W.P. Kuala Lumpur,P.122 Seputeh,female,overall,overall,157.1
2021-01-01,W.P. Kuala Lumpur,P.122 Seputeh,male,overall,overall,162.4
2022-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,overall,316.5
2022-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,citizen,306.3
2022-01-01,W.P. Kuala Lumpur,P.122 Seputeh,both,overall,noncitizen,10.3
2022-01-01,W.P. Kuala Lumpur,P.122 Seputeh,female,overall,overall,156.4
2022-01-01,W.P. Kuala Lumpur,P.122 Seputeh,male,overall,overall,160.1
2020-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,overall,135.823
2020-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,citizen,123.916
2020-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,noncitizen,11.907
2020-01-01,W.P. Kuala Lumpur,P.123 Cheras,female,overall,overall,64.189
2020-01-01,W.P. Kuala Lumpur,P.123 Cheras,male,overall,overall,71.634
2021-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,overall,134.6
2021-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,citizen,123.6
2021-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,noncitizen,11.0
2021-01-01,W.P. Kuala Lumpur,P.123 Cheras,female,overall,overall,63.9
2021-01-01,W.P. Kuala Lumpur,P.123 Cheras,male,overall,overall,70.7
2022-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,overall,133.3
2022-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,citizen,123.2
2022-01-01,W.P. Kuala Lumpur,P.123 Cheras,both,overall,noncitizen,10.1
2022-01-01,W.P. Kuala Lumpur,P.123 Cheras,female,overall,overall,63.6
2022-01-01,W.P. Kuala Lumpur,P.123 Cheras,male,overall,overall,69.7
2020-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,overall,191.318
2020-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,citizen,185.146
2020-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,noncitizen,6.172
2020-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,female,overall,overall,93.941
2020-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,male,overall,overall,97.377
2021-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,overall,189.6
2021-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,citizen,183.9
2021-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,noncitizen,5.6
2021-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,female,overall,overall,93.5
2021-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,male,overall,overall,96.1
2022-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,overall,187.8
2022-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,citizen,182.6
2022-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,both,overall,noncitizen,5.1
2022-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,female,overall,overall,93.0
2022-01-01,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,male,overall,overall,94.7
2020-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,overall,109.202
2020-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,citizen,106.381
2020-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,noncitizen,2.821
2020-01-01,W.P. Putrajaya,P.125 Putrajaya,female,overall,overall,55.628
2020-01-01,W.P. Putrajaya,P.125 Putrajaya,male,overall,overall,53.574
2021-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,overall,115.2
2021-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,citizen,111.6
2021-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,noncitizen,3.7
2021-01-01,W.P. Putrajaya,P.125 Putrajaya,female,overall,overall,58.5
2021-01-01,W.P. Putrajaya,P.125 Putrajaya,male,overall,overall,56.7
2022-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,overall,120.3
2022-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,citizen,116.7
2022-01-01,W.P. Putrajaya,P.125 Putrajaya,both,overall,noncitizen,3.6
2022-01-01,W.P. Putrajaya,P.125 Putrajaya,female,overall,overall,61.1
2022-01-01,W.P. Putrajaya,P.125 Putrajaya,male,overall,overall,59.2
2020-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,64.2
2020-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,citizen,60.747
2020-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,noncitizen,3.453
2020-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,29.804
2020-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,34.396
2021-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,64.4
2021-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,citizen,61.3
2021-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,noncitizen,3.1
2021-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,30.0
2021-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,34.4
2022-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,64.7
2022-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,citizen,61.8
2022-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,noncitizen,2.8
2022-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,30.2
2022-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,34.5
2020-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,108.379
2020-01-01,Negeri Sembilan,P.127 Jempol,both,overall,citizen,103.578
2020-01-01,Negeri Sembilan,P.127 Jempol,both,overall,noncitizen,4.801
2020-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,52.282
2020-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,56.097
2021-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,108.8
2021-01-01,Negeri Sembilan,P.127 Jempol,both,overall,citizen,104.4
2021-01-01,Negeri Sembilan,P.127 Jempol,both,overall,noncitizen,4.3
2021-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,52.6
2021-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,56.1
2022-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,109.2
2022-01-01,Negeri Sembilan,P.127 Jempol,both,overall,citizen,105.2
2022-01-01,Negeri Sembilan,P.127 Jempol,both,overall,noncitizen,4.0
2022-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,53.0
2022-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,56.2
2020-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,272.52
2020-01-01,Negeri Sembilan,P.128 Seremban,both,overall,citizen,249.455
2020-01-01,Negeri Sembilan,P.128 Seremban,both,overall,noncitizen,23.065
2020-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,132.011
2020-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,140.509
2021-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,273.5
2021-01-01,Negeri Sembilan,P.128 Seremban,both,overall,citizen,252.5
2021-01-01,Negeri Sembilan,P.128 Seremban,both,overall,noncitizen,20.9
2021-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,132.9
2021-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,140.6
2022-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,274.6
2022-01-01,Negeri Sembilan,P.128 Seremban,both,overall,citizen,255.4
2022-01-01,Negeri Sembilan,P.128 Seremban,both,overall,noncitizen,19.2
2022-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,133.8
2022-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,140.8
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,71.004
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,citizen,69.21
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,noncitizen,1.794
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,34.647
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,36.357
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,71.3
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,citizen,69.6
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,noncitizen,1.6
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,34.9
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,36.4
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,71.5
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,citizen,70.1
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,noncitizen,1.5
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,35.1
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,36.4
2020-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,256.585
2020-01-01,Negeri Sembilan,P.130 Rasah,both,overall,citizen,243.617
2020-01-01,Negeri Sembilan,P.130 Rasah,both,overall,noncitizen,12.968
2020-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,125.05
2020-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,131.535
2021-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,257.5
2021-01-01,Negeri Sembilan,P.130 Rasah,both,overall,citizen,245.7
2021-01-01,Negeri Sembilan,P.130 Rasah,both,overall,noncitizen,11.7
2021-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,125.9
2021-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,131.6
2022-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,258.5
2022-01-01,Negeri Sembilan,P.130 Rasah,both,overall,citizen,247.8
2022-01-01,Negeri Sembilan,P.130 Rasah,both,overall,noncitizen,10.7
2022-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,126.8
2022-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,131.8
2020-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,210.209
2020-01-01,Negeri Sembilan,P.131 Rembau,both,overall,citizen,199.489
2020-01-01,Negeri Sembilan,P.131 Rembau,both,overall,noncitizen,10.72
2020-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,100.339
2020-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,109.87
2021-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,210.9
2021-01-01,Negeri Sembilan,P.131 Rembau,both,overall,citizen,201.3
2021-01-01,Negeri Sembilan,P.131 Rembau,both,overall,noncitizen,9.7
2021-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,101.0
2021-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,109.9
2022-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,211.8
2022-01-01,Negeri Sembilan,P.131 Rembau,both,overall,citizen,203.0
2022-01-01,Negeri Sembilan,P.131 Rembau,both,overall,noncitizen,8.8
2022-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,101.7
2022-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,110.1
2020-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,128.954
2020-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,citizen,122.844
2020-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,noncitizen,6.11
2020-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,60.545
2020-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,68.409
2021-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,129.4
2021-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,citizen,123.9
2021-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,noncitizen,5.5
2021-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,61.0
2021-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,68.4
2022-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,129.9
2022-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,citizen,124.9
2022-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,noncitizen,5.0
2022-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,61.4
2022-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,68.6
2020-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,88.123
2020-01-01,Negeri Sembilan,P.133 Tampin,both,overall,citizen,83.289
2020-01-01,Negeri Sembilan,P.133 Tampin,both,overall,noncitizen,4.834
2020-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,41.322
2020-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,46.801
2021-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,88.4
2021-01-01,Negeri Sembilan,P.133 Tampin,both,overall,citizen,84.1
2021-01-01,Negeri Sembilan,P.133 Tampin,both,overall,noncitizen,4.4
2021-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,41.6
2021-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,46.8
2022-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,88.8
2022-01-01,Negeri Sembilan,P.133 Tampin,both,overall,citizen,84.8
2022-01-01,Negeri Sembilan,P.133 Tampin,both,overall,noncitizen,4.0
2022-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,41.9
2022-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,46.9
2020-01-01,Melaka,P.134 Masjid Tanah,both,overall,overall,95.689
2020-01-01,Melaka,P.134 Masjid Tanah,both,overall,citizen,90.536
2020-01-01,Melaka,P.134 Masjid Tanah,both,overall,noncitizen,5.153
2020-01-01,Melaka,P.134 Masjid Tanah,female,overall,overall,47.309
