date,state,parlimen,dun,sex,age,ethnicity,population
2021-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,both,overall,overall,38.6
2021-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,both,overall,citizen,35.1
2021-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,both,overall,noncitizen,3.4
2021-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,female,overall,overall,17.6
2021-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,male,overall,overall,20.9
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,both,overall,overall,38.7
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,both,overall,citizen,35.4
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,both,overall,noncitizen,3.3
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,female,overall,overall,17.8
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,male,overall,overall,20.9
2020-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,overall,87.012
2020-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,citizen,82.343
2020-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,noncitizen,4.669
2020-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,female,overall,overall,41.365
2020-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,male,overall,overall,45.647
2021-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,overall,87.3
2021-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,citizen,82.9
2021-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,noncitizen,4.3
2021-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,female,overall,overall,41.6
2021-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,male,overall,overall,45.6
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,overall,87.6
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,citizen,83.5
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,both,overall,noncitizen,4.1
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,female,overall,overall,41.9
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,male,overall,overall,45.7
2020-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,overall,102.528
2020-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,citizen,97.253
2020-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,noncitizen,5.275
2020-01-01,Selangor,P.097 Selayang,N.13 Kuang,female,overall,overall,48.834
2020-01-01,Selangor,P.097 Selayang,N.13 Kuang,male,overall,overall,53.694
2021-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,overall,102.8
2021-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,citizen,97.9
2021-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,noncitizen,4.9
2021-01-01,Selangor,P.097 Selayang,N.13 Kuang,female,overall,overall,49.1
2021-01-01,Selangor,P.097 Selayang,N.13 Kuang,male,overall,overall,53.7
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,overall,103.2
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,citizen,98.5
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,both,overall,noncitizen,4.6
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,female,overall,overall,49.4
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,male,overall,overall,53.7
2020-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,overall,146.997
2020-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,citizen,135.612
2020-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,noncitizen,11.385
2020-01-01,Selangor,P.097 Selayang,N.14 Rawang,female,overall,overall,68.782
2020-01-01,Selangor,P.097 Selayang,N.14 Rawang,male,overall,overall,78.215
2021-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,overall,147.4
2021-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,citizen,136.8
2021-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,noncitizen,10.6
2021-01-01,Selangor,P.097 Selayang,N.14 Rawang,female,overall,overall,69.2
2021-01-01,Selangor,P.097 Selayang,N.14 Rawang,male,overall,overall,78.2
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,overall,147.9
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,citizen,137.8
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,both,overall,noncitizen,10.1
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,female,overall,overall,69.7
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,male,overall,overall,78.3
2020-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,overall,113.764
2020-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,citizen,106.52
2020-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,noncitizen,7.244
2020-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,female,overall,overall,54.627
2020-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,male,overall,overall,59.137
2021-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,overall,114.1
2021-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,citizen,107.3
2021-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,noncitizen,6.7
2021-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,female,overall,overall,55.0
2021-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,male,overall,overall,59.1
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,overall,114.5
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,citizen,108.1
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,both,overall,noncitizen,6.4
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,female,overall,overall,55.3
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,male,overall,overall,59.2
2020-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,overall,72.096
2020-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,citizen,65.688
2020-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,noncitizen,6.408
2020-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,female,overall,overall,33.734
2020-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,male,overall,overall,38.362
2021-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,overall,72.3
2021-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,citizen,66.3
2021-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,noncitizen,6.0
2021-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,female,overall,overall,34.0
2021-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,male,overall,overall,38.4
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,overall,72.5
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,citizen,66.9
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,both,overall,noncitizen,5.7
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,female,overall,overall,34.2
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,male,overall,overall,38.4
2020-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,overall,176.519
2020-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,citizen,160.545
2020-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,noncitizen,15.974
2020-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,female,overall,overall,84.634
2020-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,male,overall,overall,91.885
2021-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,overall,177.0
2021-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,citizen,162.2
2021-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,noncitizen,14.9
2021-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,female,overall,overall,85.2
2021-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,male,overall,overall,91.9
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,overall,177.6
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,citizen,163.5
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,both,overall,noncitizen,14.1
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,female,overall,overall,85.7
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,male,overall,overall,91.9
2020-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,overall,100.592
2020-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,citizen,95.565
2020-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,noncitizen,5.027
2020-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,female,overall,overall,49.589
2020-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,male,overall,overall,51.003
2021-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,overall,100.9
2021-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,citizen,96.2
2021-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,noncitizen,4.7
2021-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,female,overall,overall,49.9
2021-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,male,overall,overall,51.0
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,overall,101.2
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,citizen,96.8
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,both,overall,noncitizen,4.4
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,female,overall,overall,50.2
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,male,overall,overall,51.0
2020-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,overall,123.476
2020-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,citizen,110.684
2020-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,noncitizen,12.792
2020-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,female,overall,overall,59.067
2020-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,male,overall,overall,64.409
2021-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,overall,123.8
2021-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,citizen,111.9
2021-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,noncitizen,11.9
2021-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,female,overall,overall,59.4
2021-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,male,overall,overall,64.4
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,overall,124.2
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,citizen,112.9
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,both,overall,noncitizen,11.4
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,female,overall,overall,59.8
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,male,overall,overall,64.4
2020-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,overall,80.993
2020-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,citizen,75.294
2020-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,noncitizen,5.699
2020-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,female,overall,overall,38.823
2020-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,male,overall,overall,42.17
2021-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,overall,81.2
2021-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,citizen,75.9
2021-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,noncitizen,5.3
2021-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,female,overall,overall,39.1
2021-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,male,overall,overall,42.2
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,overall,81.5
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,citizen,76.5
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,both,overall,noncitizen,5.0
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,female,overall,overall,39.3
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,male,overall,overall,42.2
2020-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,overall,102.165
2020-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,citizen,92.723
2020-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,noncitizen,9.442
2020-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,female,overall,overall,46.831
2020-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,male,overall,overall,55.334
2021-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,overall,102.5
2021-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,citizen,93.6
2021-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,noncitizen,8.8
2021-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,female,overall,overall,47.1
2021-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,male,overall,overall,55.3
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,overall,102.8
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,citizen,94.4
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,both,overall,noncitizen,8.4
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,female,overall,overall,47.4
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,male,overall,overall,55.4
2020-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,overall,125.248
2020-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,citizen,117.011
2020-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,noncitizen,8.237
2020-01-01,Selangor,P.100 Pandan,N.22 Teratai,female,overall,overall,58.056
2020-01-01,Selangor,P.100 Pandan,N.22 Teratai,male,overall,overall,67.192
2021-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,overall,125.6
2021-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,citizen,117.9
2021-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,noncitizen,7.7
2021-01-01,Selangor,P.100 Pandan,N.22 Teratai,female,overall,overall,58.4
2021-01-01,Selangor,P.100 Pandan,N.22 Teratai,male,overall,overall,67.2
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,overall,126.0
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,citizen,118.7
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,both,overall,noncitizen,7.3
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,female,overall,overall,58.8
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,male,overall,overall,67.2
2020-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,overall,113.142
2020-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,citizen,107.787
2020-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,noncitizen,5.355
2020-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,female,overall,overall,53.211
2020-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,male,overall,overall,59.931
2021-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,overall,113.5
2021-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,citizen,108.5
2021-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,noncitizen,5.0
2021-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,female,overall,overall,53.6
2021-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,male,overall,overall,59.9
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,overall,113.9
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,citizen,109.1
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,both,overall,noncitizen,4.7
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,female,overall,overall,53.9
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,male,overall,overall,60.0
2020-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,overall,234.427
2020-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,citizen,225.775
2020-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,noncitizen,8.652
2020-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,female,overall,overall,112.213
2020-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,male,overall,overall,122.214
2021-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,overall,235.1
2021-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,citizen,227.1
2021-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,noncitizen,8.0
2021-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,female,overall,overall,112.9
2021-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,male,overall,overall,122.2
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,overall,235.9
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,citizen,228.3
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,both,overall,noncitizen,7.6
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,female,overall,overall,113.6
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,male,overall,overall,122.3
2020-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,overall,236.24
2020-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,citizen,216.889
2020-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,noncitizen,19.351
2020-01-01,Selangor,P.102 Bangi,N.25 Kajang,female,overall,overall,110.551
2020-01-01,Selangor,P.102 Bangi,N.25 Kajang,male,overall,overall,125.689
2021-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,overall,236.9
2021-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,citizen,218.8
2021-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,noncitizen,18.1
2021-01-01,Selangor,P.102 Bangi,N.25 Kajang,female,overall,overall,111.3
2021-01-01,Selangor,P.102 Bangi,N.25 Kajang,male,overall,overall,125.7
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,overall,237.7
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,citizen,220.5
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,both,overall,noncitizen,17.2
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,female,overall,overall,111.9
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,male,overall,overall,125.8
2020-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,overall,278.264
2020-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,citizen,247.385
2020-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,noncitizen,30.879
2020-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,female,overall,overall,133.423
2020-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,male,overall,overall,144.841
2021-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,overall,279.1
2021-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,citizen,250.3
2021-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,noncitizen,28.8
2021-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,female,overall,overall,134.3
2021-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,male,overall,overall,144.8
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,overall,280.0
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,citizen,252.7
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,both,overall,noncitizen,27.4
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,female,overall,overall,135.1
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,male,overall,overall,144.9
2020-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,overall,173.105
2020-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,citizen,157.566
2020-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,noncitizen,15.539
2020-01-01,Selangor,P.102 Bangi,N.27 Balakong,female,overall,overall,78.528
2020-01-01,Selangor,P.102 Bangi,N.27 Balakong,male,overall,overall,94.577
2021-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,overall,173.6
2021-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,citizen,159.1
2021-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,noncitizen,14.5
2021-01-01,Selangor,P.102 Bangi,N.27 Balakong,female,overall,overall,79.1
2021-01-01,Selangor,P.102 Bangi,N.27 Balakong,male,overall,overall,94.6
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,overall,174.2
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,citizen,160.4
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,both,overall,noncitizen,13.8
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,female,overall,overall,79.5
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,male,overall,overall,94.7
2020-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,overall,130.252
2020-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,citizen,112.048
2020-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,noncitizen,18.204
2020-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,female,overall,overall,59.248
2020-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,male,overall,overall,71.004
2021-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,overall,130.6
2021-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,citizen,113.5
2021-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,noncitizen,17.1
2021-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,female,overall,overall,59.6
2021-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,male,overall,overall,71.0
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,overall,131.1
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,citizen,114.7
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,both,overall,noncitizen,16.4
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,female,overall,overall,60.0
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,male,overall,overall,71.1
2020-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,overall,244.929
2020-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,citizen,227.611
2020-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,noncitizen,17.318
2020-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,female,overall,overall,117.321
2020-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,male,overall,overall,127.608
2021-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,overall,245.6
2021-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,citizen,229.5
2021-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,noncitizen,16.1
2021-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,female,overall,overall,118.1
2021-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,male,overall,overall,127.6
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,overall,246.5
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,citizen,231.1
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,both,overall,noncitizen,15.3
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,female,overall,overall,118.8
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,male,overall,overall,127.7
2020-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,overall,270.151
2020-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,citizen,248.65
2020-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,noncitizen,21.501
2020-01-01,Selangor,P.104 Subang,N.30 Kinrara,female,overall,overall,126.284
2020-01-01,Selangor,P.104 Subang,N.30 Kinrara,male,overall,overall,143.867
2021-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,overall,270.9
2021-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,citizen,250.8
2021-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,noncitizen,20.1
2021-01-01,Selangor,P.104 Subang,N.30 Kinrara,female,overall,overall,127.1
2021-01-01,Selangor,P.104 Subang,N.30 Kinrara,male,overall,overall,143.8
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,overall,271.8
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,citizen,252.7
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,both,overall,noncitizen,19.2
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,female,overall,overall,127.9
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,male,overall,overall,144.0
2020-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,overall,208.003
2020-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,citizen,183.207
2020-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,noncitizen,24.796
2020-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,female,overall,overall,94.181
2020-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,male,overall,overall,113.822
2021-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,overall,208.6
2021-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,citizen,185.3
2021-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,noncitizen,23.3
2021-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,female,overall,overall,94.8
2021-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,male,overall,overall,113.8
2022-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,overall,209.3
2022-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,both,overall,citizen,187.1
